97 293 3	293	0	1 
17 660 45 832 2 682 37 12 78 2772 210 124 10 2 293 3	293	2	14 
4 2 2232 3406 82 67 339 1559 5 88 5 104 2151 709 1155 3	2232 3406	0	2 3 
2 1139 9 2 1268 1102 70 490 7 2044 3241 20 188 3489 1548 3	1268 1102	0	4 5 
2 1139 9 2 1268 1102 70 490 7 2044 3241 20 188 3489 1548 3	3241	0	10 
2 1139 9 2 1268 1102 70 490 7 2044 3241 20 188 3489 1548 3	3489	0	13 
318 2 1900 1092 1353 31 2 3875 1319 18 7 465 2097 410 3426 3	1900 1092 1353	0	2 3 4 
318 2 1900 1092 1353 31 2 3875 1319 18 7 465 2097 410 3426 3	3875 1319	0	7 8 
318 2 1900 1092 1353 31 2 3875 1319 18 7 465 2097 410 3426 3	3426	1	14 
2 293 9 121 4 44 29 7 97 4361 6 2135 25 1533 569 3	293	0	1 
2 293 9 121 4 44 29 7 97 4361 6 2135 25 1533 569 3	4361 6 2135	0	9 10 11 
2 293 9 121 4 44 29 7 97 4361 6 2135 25 1533 569 3	569	0	14 
42 1603 2388 30 33 2080 25 39 1 42 361 2167 30 833 1456 3	1603 2388	2	1 2 
42 1603 2388 30 33 2080 25 39 1 42 361 2167 30 833 1456 3	2167	2	11 
93 913 4 1298 24 1099 1 37 2 234 4148 24 336 511 97 3	913	1	1 
93 913 4 1298 24 1099 1 37 2 234 4148 24 336 511 97 3	1298	1	3 
93 913 4 1298 24 1099 1 37 2 234 4148 24 336 511 97 3	234 4148	0	9 10 
93 913 4 1298 24 1099 1 37 2 234 4148 24 336 511 97 3	1099	2	5 
35 87 1101 177 2 1062 4 395 98 22 204 67 10 76 1762 3	1762	1	14 
121 204 5 139 10 7 1179 166 127 44 29 358 1479 6 1298 3	1479 6 1298	0	12 13 14 
121 204 5 139 10 7 1179 166 127 44 29 358 1479 6 1298 3	1179	1	6 
2 1357 297 9 2439 1785 20 72 214 5 2485 108 159 80 2429 36	1357 297	0	1 2 
2 1357 297 9 2439 1785 20 72 214 5 2485 108 159 80 2429 36	214	0	8 
12 226 2 863 6 2 3739 1351 5 27 2546 19 880 4 2416 3	3739 1351	0	6 7 
4 1120 55 16 180 196 69 1 2 1653 9 45 14 368 467 3	1653	1	9 
7 874 48 3505 897 10 1767 4 17 73 29 84 107 97 1213 3	3505	0	3 
181 4 293 9 55 91 50 73 959 65 1229 14 359 6 257 3	181	1	0 
181 4 293 9 55 91 50 73 959 65 1229 14 359 6 257 3	293	1	2 
44 1828 64 44 621 88 20 230 2677 1886 64 2 2690 2626 3996 3	2690 2626 3996	2	12 13 14 
44 1828 64 44 621 88 20 230 2677 1886 64 2 2690 2626 3996 3	2677 1886	2	8 9 
12 145 1183 2 3120 1932 25 1443 1267 1132 5 61 411 2427 1627 3	3120 1932	0	4 5 
12 145 1183 2 3120 1932 25 1443 1267 1132 5 61 411 2427 1627 3	411 2427 1627	2	12 13 14 
2 3124 9 1872 4 2061 4 35 29 232 702 3068 4 2317 181 3	3124	0	1 
2 3124 9 1872 4 2061 4 35 29 232 702 3068 4 2317 181 3	181	0	14 
113 42 1164 68 2 745 2161 69 4 1482 69 64 41 1444 674 3	745	0	5 
52 1 7 173 3516 57 37 467 125 1 195 3268 87 145 97 3	3268	0	11 
2 2345 9 97 1 2 907 9 97 4 2 2615 30 2248 121 3	2345	0	1 
2 2345 9 97 1 2 907 9 97 4 2 2615 30 2248 121 3	907	0	6 
2 2345 9 97 1 2 907 9 97 4 2 2615 30 2248 121 3	2615	0	11 
62 95 68 8 54 376 4 35 82 5 318 7 54 376 3426 3	54 376 3426	1	12 13 14 
318 2 1848 4484 31 1168 20 3588 1937 10 7 2211 4 3652 304 3	1848 4484	0	2 3 
318 2 1848 4484 31 1168 20 3588 1937 10 7 2211 4 3652 304 3	1168 20 3588 1937	0	5 6 7 8 
35 168 208 82 91 554 20 2 598 37 480 35 168 84 1376 38	598	0	8 
55 12 118 45 64 30 80 2 293 407 150 113 17 30 1548 3	293	2	8 
17 21 121 5 139 10 7 764 1268 467 930 31 20 7 546 3	1268	0	8 
2 1529 4 2283 3013 12 82 157 2 1546 87 511 97 1 287 3	1529	0	1 
2 1529 4 2283 3013 12 82 157 2 1546 87 511 97 1 287 3	2283 3013	0	3 4 
2 1529 4 2283 3013 12 82 157 2 1546 87 511 97 1 287 3	1546	1	9 
7 398 3288 58 57 18 2 3570 28 2 1129 526 28 2 1393 3	3570	2	7 
2 293 809 30 67 796 19 440 1981 19 37 2 181 30 2106 3	293	1	1 
2 293 809 30 67 796 19 440 1981 19 37 2 181 30 2106 3	181	2	12 
12 222 45 718 10 584 1 65 44 1067 669 18 61 2923 2029 3	2029	0	14 
99 33 2427 8 7 3532 1777 1 4 859 357 6 2 1870 293 3	2427	1	2 
99 33 2427 8 7 3532 1777 1 4 859 357 6 2 1870 293 3	293	1	14 
12 140 61 1991 2781 20 2398 4 1168 4 2249 1683 9 2 238 36	1991 2781 20 2398 4 1168 4 2249 1683	0	3 4 5 6 7 8 9 10 11 
2 293 57 9 52 97 14 131 5 273 59 2 718 9 1519 3	293	0	1 
2 293 57 9 52 97 14 131 5 273 59 2 718 9 1519 3	718	2	12 
1394 61 221 6 66 3527 10 1268 342 1 2 1627 30 3025 264 3	221	2	2 
1394 61 221 6 66 3527 10 1268 342 1 2 1627 30 3025 264 3	1627	2	11 
1394 61 221 6 66 3527 10 1268 342 1 2 1627 30 3025 264 3	1268 342	2	7 8 
10 154 569 4 2 2014 58 1653 16 959 48 4 130 77 48 3	569	2	2 
10 154 569 4 2 2014 58 1653 16 959 48 4 130 77 48 3	1653	2	7 
226 181 464 743 1 37 14 119 27 127 35 87 364 6 101 3	181	0	1 
2 913 267 9 1558 4 43 786 2394 58 41 1073 2315 1993 1546 3	913 267	0	1 2 
2 913 267 9 1558 4 43 786 2394 58 41 1073 2315 1993 1546 3	1546	0	14 
2 913 267 9 1558 4 43 786 2394 58 41 1073 2315 1993 1546 3	1993	0	13 
2 598 9 715 1 4435 11 14 475 630 2 698 1 993 2363 3	598	0	1 
2 598 9 715 1 4435 11 14 475 630 2 698 1 993 2363 3	698	1	11 
22 892 9 7 789 204 5 139 123 252 4 17 9 2315 1993 3	1993	0	14 
293 30 107 97 1 37 33 55 12 73 823 59 6 22 144 3	293	0	0 
121 913 267 15 1346 13 1 97 293 1 181 30 1894 664 3	913 267	0	1 2 
121 913 267 15 1346 13 1 97 293 1 181 30 1894 664 3	293	0	8 
892 3840 141 33 2100 1 22 9 7 264 1 1480 453 6 204 3	204	0	14 
2037 1 2 1443 82 72 3072 1 52 2 2615 30 3014 4 2750 3	1443	2	3 
2037 1 2 1443 82 72 3072 1 52 2 2615 30 3014 4 2750 3	2615	2	10 
2037 1 2 1443 82 72 3072 1 52 2 2615 30 3014 4 2750 3	3072	2	6 
22 204 51 3118 880 2615 4 7 354 334 1102 6 1136 845 2181 3	2615	0	5 
22 204 51 3118 880 2615 4 7 354 334 1102 6 1136 845 2181 3	1102	0	10 
22 204 51 3118 880 2615 4 7 354 334 1102 6 1136 845 2181 3	1136 845 2181	0	12 13 14 
12 128 458 5 29 3927 8 2 1480 4 2 293 9 107 3052 3	293	0	11 
35 2088 25 22 1991 204 341 2 414 37 107 2684 20 2 1349 3	1349	2	14 
49 16 262 8 1239 2024 1 3494 985 9 2 204 10 4004 293 3	4004 293	0	13 14 
2 569 43 33 27 1026 10 2 312 1 1761 1 3234 4 1201 3	569	0	1 
2 569 43 33 27 1026 10 2 312 1 1761 1 3234 4 1201 3	312	0	8 
2 569 43 33 27 1026 10 2 312 1 1761 1 3234 4 1201 3	1761	0	10 
2 569 43 33 27 1026 10 2 312 1 1761 1 3234 4 1201 3	3234	0	12 
2 569 43 33 27 1026 10 2 312 1 1761 1 3234 4 1201 3	1201	0	14 
2 293 4 598 232 1436 69 20 2 54 1835 44 24 561 5 3	293	0	1 
2 293 4 598 232 1436 69 20 2 54 1835 44 24 561 5 3	598	0	3 
2 3439 29 41 1538 1201 20 7 2323 2043 1 195 3383 326 33 3542 3	3439	0	1 
39 2 257 395 98 2 1342 2455 1 1115 6 17 395 5 2 2745 3	1342 2455	0	6 7 
39 2 257 395 98 2 1342 2455 1 1115 6 17 395 5 2 2745 3	2745	2	15 
42 2083 9 5 873 213 506 127 16 191 147 5 318 2 79 1932 3	1932	1	15 
42 2083 9 5 873 213 506 127 16 191 147 5 318 2 79 1932 3	873 213 506	0	4 5 6 
113 145 1731 1530 25 2 698 35 999 169 25 7 618 4 82 1055 3	698	0	6 
113 145 1731 1530 25 2 698 35 999 169 25 7 618 4 82 1055 3	618	1	12 
113 145 1731 1530 25 2 698 35 999 169 25 7 618 4 82 1055 3	1055	1	15 
20 2 121 863 18 2 1102 1 12 873 103 404 4 208 77 2180 3	1102	0	6 
1315 1 2 293 9 1538 1 37 410 555 53 22 892 9 2 2981 3	293	0	3 
44 24 404 2560 18 2 2309 37 44 24 1491 4 1507 20 61 181 3	181	0	15 
44 24 404 2560 18 2 2309 37 44 24 1491 4 1507 20 61 181 3	2560	2	3 
2 690 3179 526 28 2 286 4 150 6 69 3012 1647 42 1201 2949 3	3179	2	2 
4 4376 1 2 2362 745 9 2 129 3152 12 29 326 5 210 547 3	3152	0	9 
4 4376 1 2 2362 745 9 2 129 3152 12 29 326 5 210 547 3	2362 745	0	4 5 
142 68 12 395 103 1 2 3122 118 45 210 124 113 510 62 273 3	3122	2	7 
12 678 395 5 22 892 20 76 3011 10 1268 4 82 41 656 68 3	1268	1	10 
35 87 2663 2592 26 35 82 2002 1 287 113 14 2 181 30 1176 3	2002	0	7 
35 87 2663 2592 26 35 82 2002 1 287 113 14 2 181 30 1176 3	181	2	13 
12 917 952 1800 716 2880 21 10 61 293 1 2 3124 4 789 181 3	293	0	9 
12 917 952 1800 716 2880 21 10 61 293 1 2 3124 4 789 181 3	3124	0	12 
12 917 952 1800 716 2880 21 10 61 293 1 2 3124 4 789 181 3	181	0	15 
2 181 9 796 1 76 6 2 89 118 45 77 55 44 596 10 3	181	1	1 
16 273 28 7 1102 1 52 16 550 909 64 16 1241 2 215 304 3	1102	2	4 
46 45 873 103 988 16 165 3069 10 1991 293 4 16 126 190 707 3	1991 293	2	9 10 
10 76 563 1 39 2 2366 18 2 1102 30 2739 1013 10 2 2167 3	2366	2	6 
10 76 563 1 39 2 2366 18 2 1102 30 2739 1013 10 2 2167 3	1102	2	9 
10 76 563 1 39 2 2366 18 2 1102 30 2739 1013 10 2 2167 3	2167	1	15 
3889 31 3680 1811 24 2443 4 3276 174 15 542 10 781 2969 1529 13 3	3889 31 3680 1811	0	0 1 2 3 
3889 31 3680 1811 24 2443 4 3276 174 15 542 10 781 2969 1529 13 3	2969 1529	0	13 14 
2 1102 30 1660 20 2399 2063 28 7 2388 1 5 2345 1 5 4038 3	1102	0	1 
2 1102 30 1660 20 2399 2063 28 7 2388 1 5 2345 1 5 4038 3	2388	1	9 
2 1102 30 1660 20 2399 2063 28 7 2388 1 5 2345 1 5 4038 3	2345	1	12 
2 1102 30 1660 20 2399 2063 28 7 2388 1 5 2345 1 5 4038 3	4038	1	15 
2 426 6 2 892 8 99 261 192 24 125 206 96 2 228 176 3	176	2	15 
35 2088 103 8 324 1 424 4 1548 2 4207 4062 1055 20 913 1100 3	4207 4062 1055	1	10 11 12 
35 2088 103 8 324 1 424 4 1548 2 4207 4062 1055 20 913 1100 3	913 1100	1	14 15 
2 293 854 107 3748 4 1555 200 17 407 18 7 863 6 1881 1983 3	293	0	1 
2 293 854 107 3748 4 1555 200 17 407 18 7 863 6 1881 1983 3	1983	0	15 
2 3964 87 3068 1 2749 4 1052 19 41 1660 1726 8 152 484 2411 3	3964	0	1 
42 2243 1 410 28 2 907 5 2 1443 5 2 3390 30 1087 656 3	907	0	6 
42 2243 1 410 28 2 907 5 2 1443 5 2 3390 30 1087 656 3	1443	0	9 
42 2243 1 410 28 2 907 5 2 1443 5 2 3390 30 1087 656 3	3390	0	12 
2 2345 3953 9 7 121 1406 1 44 1219 17 10 16 25 2 618 3	2345 3953	0	1 2 
12 145 923 2 243 4 4440 874 14 21 2 4255 819 5 2 293 3	4255	0	11 
12 145 923 2 243 4 4440 874 14 21 2 4255 819 5 2 293 3	293	0	15 
2 293 9 97 1 567 61 48 847 1932 1 4 2 1762 24 1555 3	293	0	1 
2 293 9 97 1 567 61 48 847 1932 1 4 2 1762 24 1555 3	1932	0	9 
2 293 9 97 1 567 61 48 847 1932 1 4 2 1762 24 1555 3	1762	0	13 
37 113 142 280 1 2257 1909 9 2 93 204 12 128 1155 1006 2181 3	1006 2181	0	14 15 
12 194 2 66 163 4035 2729 1956 2116 1 188 2067 6 70 30 121 3	2729 1956 2116	0	6 7 8 
44 1801 5 61 293 2085 5 104 88 98 7 97 1625 64 2710 21 3	1625	2	12 
49 16 139 5 2834 21 318 5 27 1099 23 994 1 47 9 121 387	1099	0	9 
2 181 9 7 173 4233 25 252 37 39 9 3114 65 2 293 2371 3	181	2	1 
2 181 9 7 173 4233 25 252 37 39 9 3114 65 2 293 2371 3	293	0	14 
49 32 628 1018 293 9 366 3150 1168 1 110 22 9 33 32 204 3	366 3150 1168	2	6 7 8 
49 32 628 1018 293 9 366 3150 1168 1 110 22 9 33 32 204 3	1018 293	1	3 4 
2 93 986 30 2 718 598 1 70 30 2317 1 3650 1 4 3596 3	718 598	0	5 6 
539 101 5 1228 1294 1 4 65 35 999 47 112 2 618 30 1178 3	618	2	13 
164 2 293 30 97 15 911 72 1329 4127 13 2 181 30 3370 3	293	0	2 
164 2 293 30 97 15 911 72 1329 4127 13 2 181 30 3370 3	181	2	12 
395 18 7 776 310 20 546 4 56 1866 10 7 219 1762 4 3161 3	1762	1	13 
395 18 7 776 310 20 546 4 56 1866 10 7 219 1762 4 3161 3	3161	1	15 
4 12 193 3644 127 17 145 9 33 198 58 5 27 7 1247 1055 3	1055	2	15 
4 12 193 3644 127 17 145 9 33 198 58 5 27 7 1247 1055 3	3644	1	3 
2257 9 2603 1 752 4 637 20 7 1102 14 40 33 1416 32 2342 3	1102	0	9 
2 924 4 598 24 39 1136 26 114 4 14 1639 5 2 773 3143 3	598	0	3 
2 924 4 598 24 39 1136 26 114 4 14 1639 5 2 773 3143 3	3143	0	15 
2 924 4 598 24 39 1136 26 114 4 14 1639 5 2 773 3143 3	924	0	1 
42 546 1548 76 6 61 342 2615 2032 70 82 715 1367 4 2763 121 36	2615 2032	0	7 8 
7 637 204 5 1682 20 32 361 10 7 613 6 951 1762 4 2751 3	204	0	2 
7 637 204 5 1682 20 32 361 10 7 613 6 951 1762 4 2751 3	1762	0	13 
7 637 204 5 1682 20 32 361 10 7 613 6 951 1762 4 2751 3	2751	0	15 
35 82 7 789 1546 25 2757 1202 7 491 227 18 7 416 5 1807 3	1546	0	4 
35 118 967 287 1 14 76 1634 82 55 854 64 3400 609 6 3772 3	3400	2	12 
35 118 967 287 1 14 76 1634 82 55 854 64 3400 609 6 3772 3	3772	2	15 
8 584 19 873 669 18 7 2141 15 199 121 838 6 4017 13 524	2141	0	7 
8 661 6 2 293 809 159 440 342 1 35 746 1530 5 397 3161 3	293	1	4 
8 661 6 2 293 809 159 440 342 1 35 746 1530 5 397 3161 3	3161	1	15 
131 2 2198 9 1555 103 15 7 3342 8 54 376 1625 1165 13 3	2198	0	2 
718 598 9 4428 4134 6 32 155 37 99 2 129 1865 18 2 3965 36	718 598	2	0 1 
718 598 9 4428 4134 6 32 155 37 99 2 129 1865 18 2 3965 36	1865	0	12 
197 1070 8 590 10 2784 2235 1 206 96 852 14 500 7 244 48 3	2784 2235	0	5 6 
44 29 7 725 1014 6 243 1092 3180 4 39 6 61 2870 24 121 3	1092 3180	0	7 8 
44 29 7 725 1014 6 243 1092 3180 4 39 6 61 2870 24 121 3	2870	0	13 
881 2 892 9 48 1242 96 62 79 2615 1676 1 37 410 30 1555 3	2615	1	9 
12 119 29 2851 138 1842 6 258 4 167 84 3819 19 52 380 59 3	1842 6 258	1	5 6 7 
1602 28 2 2621 181 1 35 87 107 1843 20 2 293 4 2 1762 3	181	2	4 
1602 28 2 2621 181 1 35 87 107 1843 20 2 293 4 2 1762 3	293	0	12 
1602 28 2 2621 181 1 35 87 107 1843 20 2 293 4 2 1762 3	1762	0	15 
12 73 29 1689 76 2110 3602 4 7 4187 49 42 1933 82 48 507 3	2110 3602	1	5 6 
12 73 29 1689 76 2110 3602 4 7 4187 49 42 1933 82 48 507 3	4187	1	9 
33 2 1258 2615 204 1 37 715 10 7 66 2958 39 16 43 873 3	2615 204	2	3 4 
17 9 2 129 586 8 590 10 7 722 280 1055 25 7 664 892 3	1055	0	11 
2 569 24 53 66 295 10 41 3489 10 1055 4 131 337 10 1268 3	569	0	1 
2 569 24 53 66 295 10 41 3489 10 1055 4 131 337 10 1268 3	3489	0	8 
2 569 24 53 66 295 10 41 3489 10 1055 4 131 337 10 1268 3	1055	1	10 
2 569 24 53 66 295 10 41 3489 10 1055 4 131 337 10 1268 3	1268	0	15 
410 502 121 1 2 1762 1 2 1970 1 2 293 1 131 2 89 3	1762	0	5 
410 502 121 1 2 1762 1 2 1970 1 2 293 1 131 2 89 3	1970	0	8 
410 502 121 1 2 1762 1 2 1970 1 2 293 1 131 2 89 3	293	0	11 
2 4146 4 3821 24 153 65 1548 2152 7 382 6 3234 14 9 3405 3	4146	0	1 
2 4146 4 3821 24 153 65 1548 2152 7 382 6 3234 14 9 3405 3	3821	0	3 
2 293 9 789 1 2258 4 1915 1 4 2 181 9 551 4 1063 3	293	0	1 
2 293 9 789 1 2258 4 1915 1 4 2 181 9 551 4 1063 3	181	0	11 
293 9 743 1 4 12 73 193 131 2 1290 892 4200 21 2303 206 3	293	1	0 
49 3791 51 1222 6 33 1415 339 53 2135 1 209 307 61 913 267 3	2135	1	9 
49 3791 51 1222 6 33 1415 339 53 2135 1 209 307 61 913 267 3	913 267	0	14 15 
12 2088 103 7 246 227 4 226 109 1932 743 25 129 4 166 1242 3	1932	2	9 
1565 1 65 16 29 368 181 1 14 21 337 257 16 29 5 1347 3	181	2	6 
1565 1 65 16 29 368 181 1 14 21 337 257 16 29 5 1347 3	257	2	11 
1565 1 65 16 29 368 181 1 14 21 337 257 16 29 5 1347 3	1347	2	15 
2 2300 24 264 37 158 14 2 293 30 52 97 344 58 10 14 3	2300	2	1 
2 2300 24 264 37 158 14 2 293 30 52 97 344 58 10 14 3	293	0	8 
12 952 22 204 5 428 71 1906 69 137 5 139 10 7 97 1546 3	1546	0	15 
52 1 2 1102 9 652 8 2884 464 32 371 4 17 39 864 1555 3	1102	1	3 
2 381 4 2474 1814 30 3895 381 4 2763 6 93 1751 4 440 555 3	1814	2	4 
2 381 4 2474 1814 30 3895 381 4 2763 6 93 1751 4 440 555 3	1751	2	12 
42 1021 4 12 1265 172 6 2 185 1201 348 2300 4 286 833 215 3	2300	0	11 
2 2680 9 107 2218 4 2529 1 181 30 121 4 2 293 30 715 36	2680	0	1 
2 2680 9 107 2218 4 2529 1 181 30 121 4 2 293 30 715 36	181	0	8 
2 2680 9 107 2218 4 2529 1 181 30 121 4 2 293 30 715 36	293	0	13 
49 16 24 245 10 7 97 312 1 645 2587 19 22 9 2 204 3	312	0	7 
2 3711 452 20 41 1519 1597 1 4 2 2084 2781 24 2416 26 114 3	3711	0	1 
2 3711 452 20 41 1519 1597 1 4 2 2084 2781 24 2416 26 114 3	1597	0	6 
2 3711 452 20 41 1519 1597 1 4 2 2084 2781 24 2416 26 114 3	2084 2781	0	10 11 
2 507 9 354 37 65 35 273 62 1179 35 87 8 10 7 1436 3	507	0	1 
2 507 9 354 37 65 35 273 62 1179 35 87 8 10 7 1436 3	1179	2	9 
2 3510 24 858 1 2 293 9 2258 4 2 662 9 208 166 334 3	3510	0	1 
2 3510 24 858 1 2 293 9 2258 4 2 662 9 208 166 334 3	293	0	6 
2 3510 24 858 1 2 293 9 2258 4 2 662 9 208 166 334 3	662	0	11 
57 9 336 507 5 2374 4 2 1970 1145 2 1635 10 41 2277 1055 3	507	0	3 
57 9 336 507 5 2374 4 2 1970 1145 2 1635 10 41 2277 1055 3	1970	0	8 
57 9 336 507 5 2374 4 2 1970 1145 2 1635 10 41 2277 1055 3	1055	1	15 
66 185 4 57 9 135 2258 293 1 39 6 17 880 4 2390 3741 3	293	0	7 
2 4051 3815 30 615 1 4 12 30 33 7 821 6 2 4082 4122 3	4051 3815	1	1 2 
2 4051 3815 30 615 1 4 12 30 33 7 821 6 2 4082 4122 3	4082 4122	1	14 15 
566 35 87 245 10 859 2819 4 76 3248 2 2870 35 194 87 121 3	2870	0	11 
566 35 87 245 10 859 2819 4 76 3248 2 2870 35 194 87 121 3	2819	1	6 
566 35 87 245 10 859 2819 4 76 3248 2 2870 35 194 87 121 3	3248	1	9 
3124 9 52 1031 4 3110 1 97 10 155 566 35 87 57 18 1105 3	3124	0	0 
12 917 952 3413 3932 5 430 71 840 1555 197 1238 3413 4 1170 181 3	3413	0	12 
12 917 952 3413 3932 5 430 71 840 1555 197 1238 3413 4 1170 181 3	181	0	15 
2 1762 24 7 1525 1535 1 37 181 598 1 209 1 77 108 2778 3	1762	0	1 
2 1762 24 7 1525 1535 1 37 181 598 1 209 1 77 108 2778 3	181 598	2	8 9 
57 9 7 2887 49 16 165 2040 8 159 2 928 638 29 528 1730 3	928 638	2	11 12 
12 139 124 8 292 64 235 252 18 743 317 12 222 45 812 1492 3	292	2	4 
113 1652 20 3818 1625 39 108 2 2948 1480 19 12 168 226 173 4492 3	1625	2	4 
35 2088 669 25 3909 21 2090 698 127 3909 21 892 190 707 30 3398 3	698	1	7 
129 6 39 9 2 1126 2680 1 2 924 9 729 1063 4 181 9 646 3	2680	0	6 
129 6 39 9 2 1126 2680 1 2 924 9 729 1063 4 181 9 646 3	924	0	9 
129 6 39 9 2 1126 2680 1 2 924 9 729 1063 4 181 9 646 3	181	0	14 
12 78 952 2 1443 1932 31 2 243 2392 6 4071 15 1443 3617 13 3	1443 1932	0	4 5 
12 78 952 2 1443 1932 31 2 243 2392 6 4071 15 1443 3617 13 3	4071 15 1443 3617 13	0	11 12 13 14 15 
7 802 6 3452 3059 1 7 802 6 3896 1 4 2 3465 82 410 458 3	802 6 3896	0	7 8 9 
7 802 6 3452 3059 1 7 802 6 3896 1 4 2 3465 82 410 458 3	3465	0	13 
7 802 6 3452 3059 1 7 802 6 3896 1 4 2 3465 82 410 458 3	802 6 3452 3059	0	1 2 3 4 
2 93 266 48 789 96 2 293 15 70 9 1944 13 9 2 181 3	293	0	7 
2 93 266 48 789 96 2 293 15 70 9 1944 13 9 2 181 3	181	0	15 
2 892 502 59 108 448 411 3212 5 2 2173 758 4 2 2422 6 1768 3	3212	0	7 
10 2 89 71 147 121 293 597 121 181 1 3115 9 7 204 5 1035 36	293	2	6 
10 2 89 71 147 121 293 597 121 181 1 3115 9 7 204 5 1035 36	181	2	9 
78 104 247 16 481 839 5 2 214 158 3611 8 19 511 7 1626 1014 3	214	1	8 
2 3065 4 2 3122 87 1840 2459 4 118 410 44 119 5 1633 101 59 3	3065	2	1 
2 3065 4 2 3122 87 1840 2459 4 118 410 44 119 5 1633 101 59 3	3122	2	4 
164 35 2089 1265 2 293 1 17 30 2050 5 2437 547 2 618 10 1466 3	293	0	5 
12 46 33 952 1268 2292 67 127 17 4287 2 178 20 79 859 1018 892 3	1268 2292	2	4 5 
4079 1 9 229 7 1222 50 6 2 129 1114 10 1872 869 293 8 1807 3	869 293	0	13 14 
2 293 30 107 97 1 7 121 586 1 4 2 204 99 971 30 121 3	293	0	1 
2 293 30 107 97 1 7 121 586 1 4 2 204 99 971 30 121 3	204	0	12 
17 21 78 1512 5 1488 21 412 1 70 9 7 637 1 48 1735 698 34	698	0	16 
35 168 93 2423 8 2 892 313 1 37 35 29 1548 123 252 10 1055 3	1055	1	16 
108 2 134 1 17 51 232 634 7 3300 1357 304 20 312 293 4 913 3	293	0	14 
108 2 134 1 17 51 232 634 7 3300 1357 304 20 312 293 4 913 3	913	0	16 
108 2 134 1 17 51 232 634 7 3300 1357 304 20 312 293 4 913 3	1357	0	10 
35 87 871 6 2 3936 659 280 870 317 76 3869 3100 239 7 617 416 3	3100	2	12 
35 87 871 6 2 3936 659 280 870 317 76 3869 3100 239 7 617 416 3	3936 659 280 870	0	5 6 7 8 
42 1021 82 2 4123 1 2167 1 4 920 1092 4 47 1265 39 106 1212 3	4123	0	4 
42 1021 82 2 4123 1 2167 1 4 920 1092 4 47 1265 39 106 1212 3	2167	0	6 
42 1021 82 2 4123 1 2167 1 4 920 1092 4 47 1265 39 106 1212 3	920 1092	0	9 10 
42 1021 82 2 4123 1 2167 1 4 920 1092 4 47 1265 39 106 1212 3	1212	0	16 
17 21 33 3622 1 37 5 69 1 1991 293 208 9 4 208 40 27 3	1991 293	1	9 10 
12 168 84 5 2716 1375 4 195 252 2 293 30 664 1 49 33 97 3	293	0	10 
1596 16 141 7 2615 1219 1 4114 40 27 57 20 312 907 4 121 181 3	907	0	13 
1596 16 141 7 2615 1219 1 4114 40 27 57 20 312 907 4 121 181 3	181	0	16 
1596 16 141 7 2615 1219 1 4114 40 27 57 20 312 907 4 121 181 3	2615 1219	0	4 5 
1440 1932 92 3470 2 2399 1 566 57 21 167 7 334 217 6 4191 1481 3	1440 1932	1	0 1 
1440 1932 92 3470 2 2399 1 566 57 21 167 7 334 217 6 4191 1481 3	4191 1481	0	15 16 
17 9 7 244 6 375 20 262 919 4 39 1479 6 1472 359 342 797 3	262 919	0	7 8 
17 9 7 244 6 375 20 262 919 4 39 1479 6 1472 359 342 797 3	342 797	0	15 16 
121 10 334 763 4 2583 19 62 729 458 3131 30 2 919 6 2 1038 3	3131	0	10 
42 1950 4 12 678 82 41 449 1055 25 3771 4 30 1897 20 62 304 3	1055	0	8 
121 698 1 109 1504 3564 16 168 294 444 15 1380 2 2742 1049 13 3	698	0	1 
121 698 1 109 1504 3564 16 168 294 444 15 1380 2 2742 1049 13 3	3564	0	5 
8 41 255 2124 2417 8 1672 1991 293 1 22 9 50 6 2 129 1816 3	1991 293	0	7 8 
26 135 26 12 64 2 293 57 1 12 222 45 601 681 5 139 124 3	293	0	6 
33 93 9 2 2181 2 129 177 1 2 181 51 232 84 3068 4 2051 3	2181	0	4 
33 93 9 2 2181 2 129 177 1 2 181 51 232 84 3068 4 2051 3	181	0	10 
2 726 9 7 2410 1 1791 6 375 5 4158 293 2979 10 2 109 171 3	293	0	11 
2 1443 5 907 3501 30 78 97 159 44 118 45 318 5 4244 2 1443 3	1443 5 907 3501	0	1 2 3 4 
2 1443 5 907 3501 30 78 97 159 44 118 45 318 5 4244 2 1443 3	1443	0	1 16 
12 168 84 5 397 852 10 2729 1956 4 22 51 194 5 27 2 1363 3	2729 1956	2	7 8 
2 124 817 1245 255 9 107 1788 1 137 16 43 102 61 415 2502 817 3	124 817 1245 255	0	1 2 3 4 
2 124 817 1245 255 9 107 1788 1 137 16 43 102 61 415 2502 817 3	415 2502 817	0	14 15 16 
52 1 10 97 293 12 311 952 17 1 37 33 10 7 375 280 59 3	293	0	4 
28 2 3456 5 2 1438 5 2 1762 1 410 30 3258 1310 326 167 540 3	3456	0	2 
28 2 3456 5 2 1438 5 2 1762 1 410 30 3258 1310 326 167 540 3	1438	0	5 
28 2 3456 5 2 1438 5 2 1762 1 410 30 3258 1310 326 167 540 3	1762	0	8 
76 1764 104 16 288 64 44 24 347 16 7 1740 5 601 16 2 293 3	1764	2	1 
76 1764 104 16 288 64 44 24 347 16 7 1740 5 601 16 2 293 3	293	1	16 
35 168 84 5 2064 235 252 4 33 313 51 41 599 18 2 1102 1979 3	1102	0	15 
12 29 2423 25 3075 1 123 252 1 2 293 9 232 2102 1 3676 97 3	293	0	10 
