711 337 36	337	0	1 
17 9 357 5 115 1 99 1767 847 3049 367 874 1 4 99 640 9 3358 3	115	0	4 
22 508 14 12 29 51 82 604 20 2 1767 137 17 650 616 2 1767 1463 3	1767	2	10 16 
22 508 14 12 29 51 82 604 20 2 1767 137 17 650 616 2 1767 1463 3	1767 1463	2	16 17 
12 30 259 10 7 1162 70 9 1685 4 51 39 2 470 14 12 30 259 10 3	470	0	13 
12 1272 5 155 2 508 8 254 4 44 1750 2 341 562 4 748 495 354 254 3	341 562	2	12 13 
12 1272 5 155 2 508 8 254 4 44 1750 2 341 562 4 748 495 354 254 3	748 495	2	15 16 
2 356 9 7 440 3033 157 52 17 40 27 740 5 102 80 191 17 1609 58 3	356	2	1 
20 7 1162 16 46 45 29 5 1440 53 2491 351 31 2548 1 17 21 52 849 3	2491 351	1	10 11 
20 7 1162 16 46 45 29 5 1440 53 2491 351 31 2548 1 17 21 52 849 3	2548	1	13 
2878 17 5 202 1 42 2486 919 1529 69 177 20 99 191 943 160 4 2917 770 3	943 160	0	14 15 
2878 17 5 202 1 42 2486 919 1529 69 177 20 99 191 943 160 4 2917 770 3	770	0	18 
12 3001 20 473 231 1338 1 4 2 2172 4 2931 1375 15 351 13 73 33 1316 3	473 231 1338	2	3 4 5 
12 3001 20 473 231 1338 1 4 2 2172 4 2931 1375 15 351 13 73 33 1316 3	2172	2	9 
12 3001 20 473 231 1338 1 4 2 2172 4 2931 1375 15 351 13 73 33 1316 3	2931 1375	2	11 12 
12 3001 20 473 231 1338 1 4 2 2172 4 2931 1375 15 351 13 73 33 1316 3	351	2	14 
209 12 174 82 22 508 12 174 93 166 2 3225 127 17 9 52 388 4 1511 3	3225	0	11 
2 2486 1533 8 7 388 1760 2237 4 2186 8 2 564 1 39 2 1463 540 121 3	1760 2237	0	6 7 
2 2486 1533 8 7 388 1760 2237 4 2186 8 2 564 1 39 2 1463 540 121 3	1463	0	16 
12 1390 7 3203 3413 1443 562 568 2 2986 1965 1358 1 70 9 1088 10 68 824 3	3203 3413 1443 562	1	3 4 5 6 
12 1390 7 3203 3413 1443 562 568 2 2986 1965 1358 1 70 9 1088 10 68 824 3	2986 1965 1358	0	9 10 11 
12 1390 7 3203 3413 1443 562 568 2 2986 1965 1358 1 70 9 1088 10 68 824 3	68 824	1	17 18 
2635 28 473 231 1989 1 2139 473 231 105 1319 1 5 473 231 595 30 7 2148 60	473 231 1989	1	2 3 4 
2635 28 473 231 1989 1 2139 473 231 105 1319 1 5 473 231 595 30 7 2148 60	473 231 105 1319	1	7 8 9 10 
2635 28 473 231 1989 1 2139 473 231 105 1319 1 5 473 231 595 30 7 2148 60	473 231 595	1	13 14 15 
2 2486 1533 8 7 388 1760 2237 4 2186 8 2 564 1 39 2 1463 540 121 3	1760 2237	0	6 7 
2 2486 1533 8 7 388 1760 2237 4 2186 8 2 564 1 39 2 1463 540 121 3	1463	0	16 
78 1 2682 3036 679 214 2504 1 4 57 9 93 50 207 18 2 529 341 562 3	2682	0	2 
78 1 2682 3036 679 214 2504 1 4 57 9 93 50 207 18 2 529 341 562 3	2504	1	6 
78 1 2682 3036 679 214 2504 1 4 57 9 93 50 207 18 2 529 341 562 3	341 562	1	17 18 
2 2839 6 2 266 2120 2257 4 2313 42 1093 65 47 1656 17 59 6 2 2399 3	2839 6 2 266 2120	2	1 2 3 4 5 
121 1608 1 1818 1971 5 2 1242 316 3062 58 2 1911 770 4 1285 2 3065 1138 3	1608	0	1 
121 1608 1 1818 1971 5 2 1242 316 3062 58 2 1911 770 4 1285 2 3065 1138 3	1911 770	0	12 13 
121 1608 1 1818 1971 5 2 1242 316 3062 58 2 1911 770 4 1285 2 3065 1138 3	3065 1138	0	17 18 
50 48 1405 1 218 810 22 550 4 77 7 2750 1369 6 1864 5 536 16 66 168	2750 1369 6 1864	0	11 12 13 14 
2379 9 1336 6 2 570 37 1055 2 1451 3321 9 1045 2379 40 46 479 53 17 3	1451 3321	2	9 10 
12 490 17 5 590 71 2483 1294 17 4 12 734 971 53 2293 10 2 1451 1660 3	1451 1660	1	17 18 
49 1625 9 464 5 2 226 473 231 1 110 12 40 1073 27 7 107 499 2464 3	473 231	0	7 8 
12 140 5 703 4 280 20 1434 4 1350 1524 4 42 54 2379 540 121 18 204 36	540	0	15 
2 3064 9 107 2602 1 52 135 52 14 12 217 150 5 115 1956 5 362 254 36	3064	0	1 
2 3064 9 107 2602 1 52 135 52 14 12 217 150 5 115 1956 5 362 254 36	1956	1	15 
25 94 1 2 508 1273 7 121 630 164 2331 2654 2212 10 7 498 1 498 232 3	2212	0	12 
25 94 1 2 508 1273 7 121 630 164 2331 2654 2212 10 7 498 1 498 232 3	232	0	18 
17 82 76 494 6 2132 1410 351 786 14 903 1704 2 508 175 65 16 2698 17 3	2132 1410 351 786	2	5 6 7 8 
46 712 7 1826 4 2003 8 7 230 1443 3371 49 16 24 821 18 1871 22 1227 3	1443 3371	2	9 10 
951 1 12 1261 7 779 326 8 14 42 1162 1184 443 699 1197 5 42 243 922 3	1184	0	11 
12 140 2 357 5 102 789 1 4 17 540 114 10 126 1 3471 31 67 280 3	789	0	6 
12 140 2 357 5 102 789 1 4 17 540 114 10 126 1 3471 31 67 280 3	540	0	10 
12 856 20 2 738 422 14 2470 1201 275 9 2033 70 9 7 2017 8 42 1094 3	2470 1201 275	2	7 8 9 
12 73 1022 22 508 5 468 1409 10 2 542 1227 1 4 2 943 160 9 711 3	943 160	0	15 16 
2 1767 1 70 1112 924 1378 131 10 414 166 5 7 1550 1767 1 92 546 1839 3	1550 1767	1	13 14 
17 882 69 2 266 4 770 14 12 141 5 391 39 2 739 12 115 5 1145 3	266	0	4 
17 882 69 2 266 4 770 14 12 141 5 391 39 2 739 12 115 5 1145 3	770	0	6 
17 882 69 2 266 4 770 14 12 141 5 391 39 2 739 12 115 5 1145 3	739	1	14 
12 140 7 2357 922 3170 37 12 30 726 10 7 326 4 1650 6 2 473 198 3	473 198	2	17 18 
2 3267 351 14 493 20 2 508 9 52 583 5 115 4 2095 7 121 1119 325 3	3267 351	0	1 2 
2 3267 351 14 493 20 2 508 9 52 583 5 115 4 2095 7 121 1119 325 3	115	0	12 
2 1767 9 2681 4 1496 4 33 2892 64 76 79 2374 12 29 82 8 2 467 3	1767	0	1 
123 1553 6 351 14 9 957 5 2 352 368 9 33 211 4 43 33 27 2079 3	351	2	3 
2029 351 11 2 351 14 493 20 22 824 9 1868 2462 1197 5 55 473 493 20 3	2029 351	1	0 1 
2029 351 11 2 351 14 493 20 22 824 9 1868 2462 1197 5 55 473 493 20 3	351	0	1 4 
2029 351 11 2 351 14 493 20 22 824 9 1868 2462 1197 5 55 473 493 20 3	473	2	16 
127 35 118 33 810 2 1451 1660 8 68 1 35 24 18 2 1878 10 2 1032 3	1451 1660	2	6 7 
37 2180 2 1248 3502 169 2337 2 2639 254 4 1704 175 4 73 33 611 124 18 3	2639	2	8 
2 789 9 388 4 2 720 493 107 664 1 2 1767 4 2 846 67 1423 154 3	789	0	1 
2 789 9 388 4 2 720 493 107 664 1 2 1767 4 2 846 67 1423 154 3	1767	0	12 
2 789 9 388 4 2 720 493 107 664 1 2 1767 4 2 846 67 1423 154 3	846	0	15 
12 46 2704 126 18 2 347 1 4 2 3335 1767 378 2416 820 4 357 26 114 3	3335 1767	0	10 11 
33 261 80 12 1022 17 10 337 1596 1 26 12 29 7 1550 2556 10 14 608 3	1596	2	8 
35 140 2 383 6 2 789 1 612 17 9 173 2119 4 107 357 5 2452 186 3	383 6 2 789	0	3 4 5 6 
35 140 2 383 6 2 789 1 612 17 9 173 2119 4 107 357 5 2452 186 3	2452	0	17 
2 1608 9 173 26 699 26 2 120 14 2 1227 30 1494 4 1354 5 391 3091 3	1608	0	1 
2 1608 9 173 26 699 26 2 120 14 2 1227 30 1494 4 1354 5 391 3091 3	391	0	17 
1389 712 5 7 48 1302 1 2934 1227 6 337 64 7 1401 1 845 1 31 2379 3	337	0	10 
2 3486 919 1996 40 104 17 357 10 16 5 703 4 189 32 2004 25 2917 2226 3	2226	0	18 
2 93 283 12 43 202 9 14 2 946 1937 2196 126 64 17 130 39 2 68 3	946 1937	2	9 10 
12 78 82 7 409 20 2 3064 14 1330 2 1599 2611 5 1367 39 108 2 789 3	3064	2	7 
12 78 82 7 409 20 2 3064 14 1330 2 1599 2611 5 1367 39 108 2 789 3	789	1	18 
12 78 82 7 409 20 2 3064 14 1330 2 1599 2611 5 1367 39 108 2 789 3	1599 2611	2	11 12 
57 9 72 855 562 18 2 508 1 70 2942 2 1090 6 1221 794 18 7 855 3	855 562	2	3 4 
78 17 493 20 107 1088 878 64 3187 14 17 9 2 129 419 641 12 29 319 82	878	0	6 
78 17 493 20 107 1088 878 64 3187 14 17 9 2 129 419 641 12 29 319 82	3187	0	8 
78 17 493 20 107 1088 878 64 3187 14 17 9 2 129 419 641 12 29 319 82	419 641	0	14 15 
44 1508 642 2352 28 7 1162 1 131 18 592 1 1828 8 7 2107 6 3345 2499 3	592	2	10 
951 11 1013 1 470 11 799 1 575 11 1013 1 943 160 11 767 1 232 19 487 11 1013	470	1	4 
951 11 1013 1 470 11 799 1 575 11 1013 1 943 160 11 767 1 232 19 487 11 1013	575	2	8 
951 11 1013 1 470 11 799 1 575 11 1013 1 943 160 11 767 1 232 19 487 11 1013	943 160	0	12 13 
951 11 1013 1 470 11 799 1 575 11 1013 1 943 160 11 767 1 232 19 487 11 1013	232	2	17 
951 11 1013 1 470 11 799 1 575 11 1013 1 943 160 11 767 1 232 19 487 11 1013	487	2	19 
17 82 109 6 2 470 4 39 6 2 266 14 12 597 5 1518 42 1550 824 3	470	0	5 
17 82 109 6 2 470 4 39 6 2 266 14 12 597 5 1518 42 1550 824 3	266	0	10 
12 78 140 313 2 842 2208 228 207 58 18 2 1767 70 109 2374 46 33 29 3	1767	0	12 
113 1435 438 1655 1300 10 22 190 1 17 9 2468 14 16 43 33 77 167 113 385 3	190	2	7 
12 1722 115 17 10 401 1 330 1 4 1699 455 794 15 1259 1 2534 1 672 13 3	330	1	7 
12 1722 115 17 10 401 1 330 1 4 1699 455 794 15 1259 1 2534 1 672 13 3	1699 455 794	1	10 11 12 
173 1137 2 943 160 26 12 387 17 73 27 215 1 37 83 107 499 20 2 1625 3	943 160	2	3 4 
4 49 16 46 7 258 6 681 1 1893 9 7 409 209 57 9 72 754 1883 578 3	1883 578	2	18 19 
4 49 16 46 7 258 6 681 1 1893 9 7 409 209 57 9 72 754 1883 578 3	1893	2	9 
57 9 72 141 5 810 1809 991 10 1162 1 70 2241 69 7 258 6 68 4 272 3	1809 991 10 1162	0	6 7 8 9 
113 870 17 108 20 2 107 2507 555 1803 1 12 1810 2 2486 919 108 2 289 2486 3	555 1803	0	8 9 
49 16 147 150 7 3372 198 4 46 45 141 5 391 473 878 1 139 20 41 845 60	198	0	6 
49 16 147 150 7 3372 198 4 46 45 141 5 391 473 878 1 139 20 41 845 60	473 878	1	13 14 
556 17 124 5 129 271 12 239 14 7 1548 1171 819 679 82 1324 15 3322 570 13 3	3322	2	17 
37 1401 112 35 119 591 17 124 4 27 1574 10 1285 2 2172 41 760 2961 227 1300 3	1285 2 2172	2	12 13 14 
2 789 9 7 182 3378 1 4 12 2435 2 1959 1956 1 37 12 203 166 5 88 3	789	2	1 
2 789 9 7 182 3378 1 4 12 2435 2 1959 1956 1 37 12 203 166 5 88 3	1959 1956	2	11 12 
12 73 1022 17 67 127 6 2 330 770 504 127 1399 2 93 283 12 147 299 53 3	330 770	0	8 9 
12 1045 22 1996 4 93 82 17 10 106 355 49 17 9 2845 20 1267 2 1613 3158 3	1613 3158	1	18 19 
2 3397 1809 1985 9 93 10 7 107 505 68 1701 428 14 663 24 96 10 7 132 3	3397 1809 1985	2	1 2 3 
2 246 550 78 51 7 107 388 2648 1505 19 50 6 2 215 259 2762 12 174 483 3	1505	0	9 
951 2 508 9 107 357 5 115 1 2 789 9 542 1 121 508 1 42 1079 1406 3	789	0	10 
951 2 508 9 107 357 5 115 1 2 789 9 542 1 121 508 1 42 1079 1406 3	115	0	7 
42 93 604 24 11 75 13 2 789 74 178 1356 714 45 797 5 7 796 1356 110 2903 282 958	789 74 178 1356	2	8 9 10 11 
42 93 604 24 11 75 13 2 789 74 178 1356 714 45 797 5 7 796 1356 110 2903 282 958	1356	2	11 18 
4 14 504 1885 192 12 174 410 82 42 2737 1884 139 405 342 7 132 6 1066 17 3	2737 1884	2	10 11 
22 9 42 94 1913 12 764 61 730 190 30 2412 4 14 44 87 352 18 1856 17 36	730 190	2	8 9 
92 1 26 357 26 17 9 5 115 1 4 12 46 133 17 9 7 121 1989 1227 3	115	0	8 
42 142 508 1 7 2379 1 544 93 66 1621 1 4 871 64 7 2006 10 123 134 3	544	0	7 
17 21 699 1 17 21 357 357 357 5 207 58 1 357 5 1878 5 42 1134 528 3	207 58	0	10 11 
17 21 699 1 17 21 357 357 357 5 207 58 1 357 5 1878 5 42 1134 528 3	1878 5 42 1134 528	0	15 16 17 18 19 
690 43 46 55 690 150 8 67 230 1117 1 131 5 305 58 32 508 697 230 1117 3	305 58	0	13 14 
74 859 2044 198 74 135 215 3411 481 15 2757 3302 13 74 2793 1864 74 838 3082 789 34	2044 198	0	2 3 
74 859 2044 198 74 135 215 3411 481 15 2757 3302 13 74 2793 1864 74 838 3082 789 34	3411 481	0	7 8 
74 859 2044 198 74 135 215 3411 481 15 2757 3302 13 74 2793 1864 74 838 3082 789 34	838 3082 789	0	17 18 19 
74 859 2044 198 74 135 215 3411 481 15 2757 3302 13 74 2793 1864 74 838 3082 789 34	2793 1864	0	14 15 
2 178 481 9 121 10 424 1 4 506 799 10 1596 1 37 33 7 2510 94 737 3	1596	0	12 
2 178 481 9 121 10 424 1 4 506 799 10 1596 1 37 33 7 2510 94 737 3	424	0	6 
12 1030 2631 388 5 29 2 3280 2374 1 37 22 1700 42 1016 4 2 470 12 141 3	470	0	17 
12 1030 2631 388 5 29 2 3280 2374 1 37 22 1700 42 1016 4 2 470 12 141 3	1016	0	14 
1365 42 943 73 45 1000 1 52 1055 12 82 17 2782 8 17 73 45 131 266 18 3	943	2	2 
35 115 2 863 8 757 444 1 1920 9 321 1036 197 120 4 540 121 20 42 981 3	863 8 757	1	3 4 5 
35 115 2 863 8 757 444 1 1920 9 321 1036 197 120 4 540 121 20 42 981 3	1920	0	8 
1345 11 12 174 82 22 1227 10 85 355 1 59 6 2 510 2 266 1813 2025 352 3	266 1813	2	16 17 
57 30 7 182 2019 382 2 2340 26 2 2986 984 198 233 45 27 166 20 2 3106 3	2986 984 198	2	10 11 12 
57 30 7 182 2019 382 2 2340 26 2 2986 984 198 233 45 27 166 20 2 3106 3	3106	1	19 
12 140 2 1115 3019 1830 1174 1 4 2 1767 9 2 129 6 91 1227 12 174 166 3	3019 1830 1174	0	4 5 6 
12 140 2 1115 3019 1830 1174 1 4 2 1767 9 2 129 6 91 1227 12 174 166 3	1767	0	10 
12 115 2 508 5 1466 332 2004 1 2094 2 276 1 827 1814 4 10 42 478 1404 3	2094 2 276	1	9 10 11 
113 2 3321 2563 2 341 562 435 405 4 17 73 29 544 48 5 1276 110 5 1518 3	3321	1	2 
113 2 3321 2563 2 341 562 435 405 4 17 73 29 544 48 5 1276 110 5 1518 3	341 562	2	5 6 
17 9 107 357 5 394 18 4 1423 121 19 1638 2 461 907 14 2 1767 9 2911 3	1767	0	17 
17 9 107 357 5 394 18 4 1423 121 19 1638 2 461 907 14 2 1767 9 2911 3	907	0	14 
17 9 107 357 5 394 18 4 1423 121 19 1638 2 461 907 14 2 1767 9 2911 3	394	0	5 
37 65 12 752 42 1248 1 12 157 204 1315 2216 15 138 13 1 4 7 1044 74 641 798 3	1315 2216	1	10 11 
37 65 12 752 42 1248 1 12 157 204 1315 2216 15 138 13 1 4 7 1044 74 641 798 3	1044 74 641 798	1	18 19 20 21 
585 5 1241 175 3263 37 43 391 123 878 15 2093 330 2151 1 739 1 1436 13 2290 3	878	0	9 
585 5 1241 175 3263 37 43 391 123 878 15 2093 330 2151 1 739 1 1436 13 2290 3	739	1	15 
585 5 1241 175 3263 37 43 391 123 878 15 2093 330 2151 1 739 1 1436 13 2290 3	330 2151	0	12 13 
131 323 12 82 2 2332 8 501 6 69 2591 17 173 82 85 355 309 18 2 1660 3	1660	2	19 
75 3 16 43 33 326 32 1550 1099 15 968 21 231 1989 136 33 275 14 964 13 3	1550 1099	2	7 8 
75 3 16 43 33 326 32 1550 1099 15 968 21 231 1989 136 33 275 14 964 13 3	968 21 231 1989	2	10 11 12 13 
75 3 16 43 33 326 32 1550 1099 15 968 21 231 1989 136 33 275 14 964 13 3	964	2	18 
2 232 9 121 10 22 550 1 12 93 460 18 214 17 10 424 8 2 994 322 3	232	0	1 
2 1227 9 1668 583 5 115 1 323 12 1045 2893 10 2875 1 70 9 114 758 66 85	115	0	6 
310 1 2 3144 2889 4 367 1831 270 104 313 41 1443 1599 2372 15 1055 16 171 1596 13 3	3144 2889	0	3 4 
310 1 2 3144 2889 4 367 1831 270 104 313 41 1443 1599 2372 15 1055 16 171 1596 13 3	1831 270	0	7 8 
310 1 2 3144 2889 4 367 1831 270 104 313 41 1443 1599 2372 15 1055 16 171 1596 13 3	1443 1599	1	12 13 
310 1 2 3144 2889 4 367 1831 270 104 313 41 1443 1599 2372 15 1055 16 171 1596 13 3	1596	1	19 
6 339 1 12 78 29 438 121 351 1614 14 448 10 122 281 3278 1 3237 1 4 3141 3	351 1614	0	8 9 
6 339 1 12 78 29 438 121 351 1614 14 448 10 122 281 3278 1 3237 1 4 3141 3	3278	0	15 
6 339 1 12 78 29 438 121 351 1614 14 448 10 122 281 3278 1 3237 1 4 3141 3	3237	0	17 
6 339 1 12 78 29 438 121 351 1614 14 448 10 122 281 3278 1 3237 1 4 3141 3	3141	0	20 
17 2351 58 8 2 661 8 370 95 324 1117 4 12 29 217 82 91 604 20 17 2566 3	2351 58	0	1 2 
42 1310 51 2 187 1162 26 69 4 90 9 8 7 725 4 1012 3237 5 674 4 1145 3	3237	1	16 
12 245 29 166 7 1649 105 922 4 2294 5 2 1227 4 29 84 107 1981 20 99 575 3	575	0	20 
2 845 878 15 1798 3 3187 13 24 413 1 357 1 4 147 692 5 115 15 1701 2 1164 13 36	845 878	0	1 2 
2 845 878 15 1798 3 3187 13 24 413 1 357 1 4 147 692 5 115 15 1701 2 1164 13 36	3187	0	6 
739 73 1712 39 2 68 1 4 17 956 59 5 27 7 107 2776 1 2965 1227 10 69 3	739	2	0 
2 770 882 16 2 266 5 126 18 100 899 2882 1 4 979 25 7 68 49 16 3503 3	770	0	1 
2 789 9 1391 4 2588 4 2 1767 9 107 357 5 115 1 107 379 10 115 820 3451 3	789	0	1 
2 789 9 1391 4 2588 4 2 1767 9 107 357 5 115 1 107 379 10 115 820 3451 3	1767	0	8 
12 203 3090 28 85 257 89 14 2 1635 168 355 6 42 1660 73 1205 5 2 54 508 3	1660	0	14 
26 20 91 1227 33 1494 20 351 787 1 17 493 20 7 258 6 55 12 888 2310 878 3	351 787	2	7 8 
26 20 91 1227 33 1494 20 351 787 1 17 493 20 7 258 6 55 12 888 2310 878 3	878	2	20 
17 9 357 5 1823 4 12 29 410 1623 48 351 4 2394 10 42 54 2110 2945 6 2374 3	351	1	11 
17 9 357 5 1823 4 12 29 410 1623 48 351 4 2394 10 42 54 2110 2945 6 2374 3	1823	0	4 
17 9 357 5 1823 4 12 29 410 1623 48 351 4 2394 10 42 54 2110 2945 6 2374 3	2394	1	13 
2 824 51 7 2974 649 2 236 51 72 1293 6 17 31 80 5 1390 17 5 32 2414 3	2974 649	1	4 5 
2 824 51 7 2974 649 2 236 51 72 1293 6 17 31 80 5 1390 17 5 32 2414 3	236	2	7 
1494 10 392 1506 1 37 17 51 956 98 42 1525 1227 26 114 10 2324 1 1135 1 672 3	2324	0	16 
42 2486 919 540 64 7 1060 1 17 51 217 3218 1 31 131 84 1361 1191 10 14 676 3	540	0	3 
2600 1864 2220 1 85 2682 2947 3537 1 2851 1864 275 19 72 1134 604 1 25 396 10 69 3	1864 2220	1	1 2 
2600 1864 2220 1 85 2682 2947 3537 1 2851 1864 275 19 72 1134 604 1 25 396 10 69 3	2682 2947	1	5 6 
2600 1864 2220 1 85 2682 2947 3537 1 2851 1864 275 19 72 1134 604 1 25 396 10 69 3	2851 1864 275	1	9 10 11 
2600 1864 2220 1 85 2682 2947 3537 1 2851 1864 275 19 72 1134 604 1 25 396 10 69 3	1134	0	14 
2 739 14 219 668 20 2 2597 620 198 24 372 10 2 799 368 5 391 39 2 2092 3	739	0	1 
2 739 14 219 668 20 2 2597 620 198 24 372 10 2 799 368 5 391 39 2 2092 3	2597 620 198	1	7 8 9 
12 252 274 17 2782 8 25 39 267 127 17 40 33 274 7 1000 10 732 95 445 485 3	1000	2	15 
12 78 140 2 279 1 1774 383 6 42 1227 1 327 17 7 542 945 10 42 1455 959 3	383	0	7 
2 1996 9 2412 7 2512 1138 4 7 3151 1138 14 73 1651 50 5 1878 17 5 7 447 3	2512 1138	2	5 6 
2 1996 9 2412 7 2512 1138 4 7 3151 1138 14 73 1651 50 5 1878 17 5 7 447 3	3151 1138	2	9 10 
17 30 33 664 14 2 1006 735 901 14 30 1939 18 2 508 1 30 7 782 534 1206 3	1006 735 901	2	6 7 8 
2 1227 9 1616 8 39 1563 1085 14 17 51 2 473 231 1989 4 33 2 226 473 231 3	473 231 1989	2	12 13 14 
2 1227 9 1616 8 39 1563 1085 14 17 51 2 473 231 1989 4 33 2 226 473 231 3	473 231	0	12 13 19 20 
12 680 50 5 27 348 5 1181 5 126 1525 4 22 50 585 5 846 39 6 2 1852 3	1181	1	7 
449 1 12 387 2 3526 30 7 182 135 1 37 12 92 1381 16 77 55 16 521 10 3	3526	2	5 
4 44 1750 2 859 2858 279 2119 266 983 20 7 266 983 14 2747 48 95 2 824 872 3	266 983	0	8 9 12 13 
4 44 1750 2 859 2858 279 2119 266 983 20 7 266 983 14 2747 48 95 2 824 872 3	266 983	2	8 9 12 13 
2 845 299 51 217 1333 69 1 4 12 1027 17 5 27 2 187 10 22 508 26 114 3	845 299	0	1 2 
12 1145 4 1752 5 798 7 258 6 178 1 52 12 1340 119 33 278 20 7 3361 562 3	562	2	20 
2 951 774 337 6 2 835 9 767 4 90 336 1022 17 5 468 599 259 10 7 2801 3	774 337	0	2 3 
114 1 12 29 5 202 209 12 1045 42 1162 1 12 714 45 319 139 124 5 91 473 3	473	2	20 
12 490 17 8 5 2 845 545 4 896 55 38 44 1294 17 1 72 544 59 6 1528 3	544	2	17 
2 878 24 78 107 357 5 143 4 2948 1 135 1149 95 91 79 508 12 29 319 1487 3	878	0	1 
12 78 118 33 64 2 1900 2819 17 157 31 80 2 1002 6 2 508 73 77 147 418 3	2819	2	7 
12 78 118 33 64 2 1900 2819 17 157 31 80 2 1002 6 2 508 73 77 147 418 3	1002 6 2 508	2	13 14 15 16 
12 2409 2 906 4 1750 2 828 473 231 1989 5 632 231 105 1 4 17 1184 67 717 3	906	1	3 
12 2409 2 906 4 1750 2 828 473 231 1989 5 632 231 105 1 4 17 1184 67 717 3	473 231 1989	1	8 9 10 
12 2409 2 906 4 1750 2 828 473 231 1989 5 632 231 105 1 4 17 1184 67 717 3	632 231 105	1	12 13 14 
12 2409 2 906 4 1750 2 828 473 231 1989 5 632 231 105 1 4 17 1184 67 717 3	1184	0	18 
47 51 1750 56 341 562 1432 4 15 6 339 13 51 82 5 521 10 2491 351 197 132 3	341 562	2	4 5 
47 51 1750 56 341 562 1432 4 15 6 339 13 51 82 5 521 10 2491 351 197 132 3	2491 351	2	17 18 
12 490 17 124 10 41 2470 4 187 283 19 510 789 70 677 69 5 1065 2 943 5 2285 3	943	1	19 
65 12 734 82 450 620 20 39 42 351 1410 12 2782 8 42 2678 5 2886 4 2 198 2633 3	351	1	9 
65 12 734 82 450 620 20 39 42 351 1410 12 2782 8 42 2678 5 2886 4 2 198 2633 3	198	2	20 
17 21 52 135 1149 5 2455 149 2 1218 198 1 5 143 794 1 4 17 1184 7 258 1453 36	1218 198	0	9 10 
17 21 52 135 1149 5 2455 149 2 1218 198 1 5 143 794 1 4 17 1184 7 258 1453 36	1184	0	18 
17 21 52 135 1149 5 2455 149 2 1218 198 1 5 143 794 1 4 17 1184 7 258 1453 36	2455	0	6 
17 21 52 135 1149 5 2455 149 2 1218 198 1 5 143 794 1 4 17 1184 7 258 1453 36	143 794	0	13 14 
449 1 2 508 30 361 640 1 370 1302 95 2 799 1227 1 4 30 443 1039 3487 8 115 3	115	0	21 
449 1 44 544 48 1 37 44 48 95 104 58 10 17 8 770 1 883 337 1 4 2812 3	770	0	15 
449 1 44 544 48 1 37 44 48 95 104 58 10 17 8 770 1 883 337 1 4 2812 3	883 337	0	17 18 
449 1 44 544 48 1 37 44 48 95 104 58 10 17 8 770 1 883 337 1 4 2812 3	2812	0	21 
2 495 51 7 405 2219 20 2 266 983 4 2051 113 3321 2651 2 266 983 40 305 313 604 3	495	2	1 
2 495 51 7 405 2219 20 2 266 983 4 2051 113 3321 2651 2 266 983 40 305 313 604 3	2219	2	5 
2 495 51 7 405 2219 20 2 266 983 4 2051 113 3321 2651 2 266 983 40 305 313 604 3	266 983	2	8 9 16 17 
2 495 51 7 405 2219 20 2 266 983 4 2051 113 3321 2651 2 266 983 40 305 313 604 3	3321	2	13 
2 495 51 7 405 2219 20 2 266 983 4 2051 113 3321 2651 2 266 983 40 305 313 604 3	266 983	2	8 9 16 17 
2 769 6 1920 51 67 459 3149 8 62 3067 92 1 37 274 8 522 14 845 433 17 39 3	1920	0	3 
383 11 12 111 400 9 279 15 613 10 7 1550 1248 13 37 20 41 1443 1460 1 71 2195 3	383	2	0 
383 11 12 111 400 9 279 15 613 10 7 1550 1248 13 37 20 41 1443 1460 1 71 2195 3	1443 1460	1	17 18 
760 3055 11 2 828 1344 493 20 76 3506 351 14 81 31 81 33 27 5 7 532 21 2609 3	828 1344	2	4 5 
760 3055 11 2 828 1344 493 20 76 3506 351 14 81 31 81 33 27 5 7 532 21 2609 3	351	2	10 
2 1911 7 2413 3499 25 2431 2319 9 7 3042 17 136 33 29 2 266 10 1228 31 1105 1950 3	1911	2	1 
2 1911 7 2413 3499 25 2431 2319 9 7 3042 17 136 33 29 2 266 10 1228 31 1105 1950 3	1950	2	21 
1201 275 1481 69 2 1963 409 9 7 266 983 409 4 29 1089 5 1276 17 49 17 1202 254 3	1201 275	0	0 1 
1201 275 1481 69 2 1963 409 9 7 266 983 409 4 29 1089 5 1276 17 49 17 1202 254 3	266 983	2	9 10 
12 73 33 1022 22 5 468 1850 7 1996 2104 2 575 6 7 1550 17 136 33 633 2 1833 3	575	2	12 
20 221 21 229 1446 108 3312 1 99 7 1973 14 2470 43 77 304 20 2 3115 646 2383 3472 3	646	2	19 
2 232 1319 9 7 182 135 1 37 65 16 305 259 25 2 470 17 9 758 2 461 921 3	232 1319	2	1 2 
2 232 1319 9 7 182 135 1 37 65 16 305 259 25 2 470 17 9 758 2 461 921 3	470	0	15 
17 9 1939 20 739 14 9 6 72 96 10 2 799 532 1 14 378 17 391 125 5 1241 3	739	2	4 
17 9 1939 20 739 14 9 6 72 96 10 2 799 532 1 14 378 17 391 125 5 1241 3	391	2	18 
28 2 774 337 5 2 575 1 450 53 17 51 84 3241 28 55 12 73 29 1018 28 845 3	774 337	2	2 3 
28 2 774 337 5 2 575 1 450 53 17 51 84 3241 28 55 12 73 29 1018 28 845 3	575	2	6 
12 680 7 1044 10 42 1388 4 44 73 33 167 69 20 59 69 1435 108 66 558 10 17 3	1044	1	3 
44 202 14 22 40 3196 2 1660 18 2 341 562 15 12 46 45 147 636 192 37 1080 13 3	1660	2	7 
